name,moh_area
Pahurumulla,Benthota
Sinharoopagama,Benthota
Yathramulla,Benthota
Kommala,Benthota
Bodhimaluwa,Benthota
Dope,Benthota
Angagoda,Benthota
Warahena,Benthota
Kahagalla,Benthota
Huganthota Wadumulla,Benthota
Dedduwa,Benthota
Athuruwella,Benthota
Galbada,Benthota
Galagama,Benthota
Mullegoda,Benthota
Sooriyagama,Benthota
Haburugala,Benthota
Thunduwa West,Benthota
Thunduwa East,Benthota
Thotakanatta,Benthota
Elakaka,Benthota
Ethungagoda,Benthota
Gonagalapura,Benthota
Olaganduwa,Benthota
Yalegama,Benthota
Kaikawala,Benthota
Habakkala,Benthota
Etawalawatta West,Benthota
Etawalawatta East,Benthota
Dombagahawatta,Benthota
Akadegoda,Benthota
Kahawe Gammedda,Benthota
Warakamulla,Benthota
Kandemulla,Benthota
Galthuduwa,Benthota
Kolaniya,Benthota
Miriswatta,Benthota
Viyandoowa,Benthota
Mahagoda,Benthota
Pilekumbura,Benthota
Mahavila West,Benthota
Mahavila East,Benthota
Moragoda,Benthota
Ranthotuwila,Benthota
Malawala,Benthota
Ihala Malawala,Benthota
Kotuwabendahena,Benthota
Kuda Uragaha,Benthota
Maha Uragaha,Benthota
Delkabalagoda,Benthota
Hipanwatta,Benthota
Doowemodara,Balapitiya
Nanathota Palatha,Balapitiya
pelegaspalatha,Balapitiya
Wathurawela,Balapitiya
Boraluketiya,Balapitiya
Pathiraja Pedesa,Balapitiya
Polathu Palatha,Balapitiya
Katuvila,Balapitiya
Mahapitiya,Balapitiya
Nape,Balapitiya
Kudagodagama,Balapitiya
Hegalla - Piyagama,Balapitiya
Godapitiya,Balapitiya
Kosgoda,Balapitiya
Ahungalla,Balapitiya
Bogahapitiya,Balapitiya
Galvehera,Balapitiya
Pathirajagama,Balapitiya
Madoowa,Balapitiya
Kadiragonna,Balapitiya
Makumbura,Balapitiya
Wathuregama,Balapitiya
Wellabada,Balapitiya
Pathegamgoda,Balapitiya
Weliwathugoda,Balapitiya
Brahmanawatta North,Balapitiya
Brahmanawatta South,Balapitiya
Galmangoda,Balapitiya
Wandadoowa,Balapitiya
Heenatiya North,Balapitiya
Mahaladoowa,Balapitiya
Seenigoda,Balapitiya
Heenatiya South,Balapitiya
Mahakarawa,Balapitiya
Elathota,Balapitiya
Balapitiya,Balapitiya
Berathuduwa,Balapitiya
Andadola,Balapitiya
Petiwatta,Balapitiya
Wathugedara,Balapitiya
Paragahathota,Balapitiya
Wathugedara South,Balapitiya
Kurunduwatta,Balapitiya
Walagedara,Balapitiya
Randombe North,Balapitiya
Wadumulla,Balapitiya
Viharagoda,Balapitiya
Kandegoda,Balapitiya
Bogahawatta,Balapitiya
Randombe South,Balapitiya
Middaramulla,Balapitiya
Welithara,Balapitiya
Walinguruketiya,Karandeniya
Uragasmanhandiya North,Karandeniya
Galpottawala,Karandeniya
Meegaspitiya,Karandeniya
Mendorawala,Karandeniya
Uragasmanhandiya South,Karandeniya
Yatagala,Karandeniya
Uragasmanhandiya East,Karandeniya
Mabingoda,Karandeniya
Hipankanda,Karandeniya
Siripura,Karandeniya
Beligaswella,Karandeniya
Halgahawella,Karandeniya
LenagalPalatha,Karandeniya
Magala North,Karandeniya
Kaluwalagoda,Karandeniya
Diyapitagallana,Karandeniya
Angulugalla,Karandeniya
Magala South,Karandeniya
Pehembiyakanda,Karandeniya
Unagaswela,Karandeniya
Madakumbura,Karandeniya
Thalgahawatta,Karandeniya
Mandakanda,Karandeniya
Anganaketiya,Karandeniya
Borakanda,Karandeniya
Mahaedanda,Karandeniya
Karandeniya North,Karandeniya
Randenigama,Karandeniya
Mahagoda,Karandeniya
Karandeniya South,Karandeniya
Dangahawila,Karandeniya
Egodawela,Karandeniya
Diviyagahawela,Karandeniya
Kirinuge,Karandeniya
Kiripedda,Karandeniya
Galagoda Atta,Karandeniya
Ihala Kiripedda,Karandeniya
Kurundugaha Hethekma,Karandeniya
Jayabima,Karandeniya
Aviththawa,Elpitiya
Pahala Omatta,Elpitiya
Omatta,Elpitiya
Metiviliya,Elpitiya
Himbutugoda,Elpitiya
Indipalegoda,Elpitiya
Dikhena,Elpitiya
Delpona,Elpitiya
Ihala Omatta,Elpitiya
Digala Nagahatenna,Elpitiya
Opatha,Elpitiya
Goluwamulla North,Elpitiya
Goluwamulla West,Elpitiya
Goluwamulla,Elpitiya
Atakohota,Elpitiya
Elpitiya North,Elpitiya
Elpitiya East,Elpitiya
Poojagallena,Elpitiya
Ketandola Udowita,Elpitiya
Sittaragoda,Elpitiya
Amugoda,Elpitiya
Kellapatha,Elpitiya
Thalagaspe,Elpitiya
Thalagaspe West,Elpitiya
Wallambagala North,Elpitiya
Elpitiya South,Elpitiya
Elpitiya Central,Elpitiya
Nawadagala,Elpitiya
Batuwanhena,Elpitiya
Igala,Elpitiya
Igala East,Elpitiya
Pelendagoda,Elpitiya
Wallambagala,Elpitiya
Ambana,Elpitiya
Ambana North,Elpitiya
Pituwala South,Elpitiya
Pituwala North,Elpitiya
Kudagala Kadirandola,Elpitiya
Igala Thalawa East,Elpitiya
Igala Thalawa,Elpitiya
Ella,Elpitiya
Ella Thanabaddegama,Elpitiya
Mahawela Abayapura,Elpitiya
Pituwala West,Elpitiya
Eramulla,Elpitiya
Pinikahana,Elpitiya
Kahadoowa,Elpitiya
Thibbotuwawa,Elpitiya
Wathuruvila,Elpitiya
Rekadahena,Elpitiya
Kahadoowa South,Elpitiya
Pitigala North,Niyagama
Uhanovita,Niyagama
Hattaka,Niyagama
Kaluarachchigoda,Niyagama
Pitigala,Niyagama
Karawwa,Niyagama
Boraluwahena,Niyagama
Bangamukanda,Niyagama
Godamuna North,Niyagama
Marthupitiya,Niyagama
Godamuna South,Niyagama
Liyanagamakanda,Niyagama
Usbim Colony,Niyagama
Bambarawana,Niyagama
Mattaka,Niyagama
Weihena,Niyagama
Amaragama,Niyagama
Naranovita,Niyagama
Porawagama,Niyagama
Kimbulawala,Niyagama
Poddiwela West,Niyagama
Poddiwala East,Niyagama
Maraggoda,Niyagama
Duwegoda,Niyagama
Porawagama South,Niyagama
Wattahena,Niyagama
Manampita,Niyagama
Niyagama,Niyagama
Niyagama West,Niyagama
Polpelaketiya,Niyagama
Horangalla West,Niyagama
Horangalla Thalawa,Niyagama
Horangalla Akulavila,Niyagama
Niyagama South,Niyagama
Ela Ihala,Thawalama
Ela Ihala North,Thawalama
Kumburegoda,Thawalama
Habarakada East,Thawalama
Habarakada West,Thawalama
Kudugalpola,Thawalama
Batahena,Thawalama
Thawalama North,Thawalama
Thawalama Mookalana,Thawalama
Thawalama South,Thawalama
Hiniduma North,Thawalama
Hiniduma West,Thawalama
Hiniduma South,Thawalama
Malgalla,Thawalama
Halvitigala Colony Step 1,Thawalama
Halvitigala Colony Step 2,Thawalama
Dammala Colony,Thawalama
Thalangalla East,Thawalama
Thalangalla West,Thawalama
Malhathawa,Thawalama
Panangala West,Thawalama
Panangala North,Thawalama
Panangala East,Thawalama
Thalangalla,Thawalama
Dammala,Thawalama
Opatha North,Thawalama
Opatha West,Thawalama
Koralegama,Thawalama
Eppala,Thawalama
Gallandala,Thawalama
Opatha South,Thawalama
Opatha East,Thawalama
Weerapana North,Thawalama
Weerapana West,Thawalama
Weerapana South,Thawalama
Weerapana East,Thawalama
Danawala,Neluwa
Mavita West,Neluwa
Batuwangala West,Neluwa
Kosmulla,Neluwa
Thambalagama,Neluwa
Ehelapitiya,Neluwa
Batuwangala,Neluwa
Mavita East,Neluwa
Koswatta,Neluwa
Embalegedara North,Neluwa
Embalegedara South,Neluwa
Mawanana,Neluwa
Neluwa,Neluwa
Pahala Maddegama,Neluwa
Maddegama East,Neluwa
Happitiya,Neluwa
Madugeta,Neluwa
Warukandeniya,Neluwa
Lankagama,Neluwa
Dellawa,Neluwa
Miyanawathura,Neluwa
Pannimulla,Neluwa
Ihala Maddegama,Neluwa
Medagama,Neluwa
Pahala Gigumaduwa,Neluwa
Ihala Gigumaduwa,Neluwa
Lelwala,Neluwa
Ihala Lelwala,Neluwa
Panagoda,Neluwa
Dewalegama West,Neluwa
Dewalegama East,Neluwa
Millawa West,Neluwa
Ihala Millawa,Neluwa
Pahala Millawa,Neluwa
Thalgaswala,Nagoda
Marakanda,Nagoda
Malamura,Nagoda
Aluth Thanayamgoda Pahala West,Nagoda
Mapalagama,Nagoda
Aluth Thanayamgoda Pahala,Nagoda
Aluth Thanayamgoda Ihala ( South ),Nagoda
Aluth Thanayamgoda Ihala,Nagoda
Ketagoda South,Nagoda
Ketagoda North,Nagoda
Parana Thanayamgoda,Nagoda
Parana Thanayamgoda Central,Nagoda
Parana Thanayamgoda Pahala,Nagoda
Gonalagoda East,Nagoda
Gonalagoda,Nagoda
Gammeddegoda,Nagoda
Gammeddegoda South,Nagoda
Nagoda Ihala,Nagoda
Nagoda,Nagoda
Kurupanawa,Nagoda
Gonadeniya,Nagoda
Ukovita North,Nagoda
Udugama West,Nagoda
Udugama North,Nagoda
Homadola,Nagoda
Udugama East,Nagoda
Udugama,Nagoda
Ukovita,Nagoda
Gonadeniya South,Nagoda
Udalamatta East,Nagoda
Udalamatta North,Nagoda
Keppitiyagoda,Nagoda
Udawelivitiya,Nagoda
Udawelivitithalawa East,Nagoda
Udawelivitiya Thalawa,Nagoda
Udawelivitiya West,Nagoda
Keppitiyagoda North,Nagoda
Budapanagama,Nagoda
Unanvitiya,Nagoda
Unanvitiya East,Nagoda
Urala North,Nagoda
Urala Pahala,Nagoda
Yatalamatta,Nagoda
Yatalamatta East,Nagoda
Udalamatta South,Nagoda
Udugama South,Nagoda
Udugama Central,Nagoda
Aluthwatta,Nagoda
Hangaranwala,Nagoda
Yatalamatta West,Nagoda
Urala Central,Nagoda
Urala South,Nagoda
Urala East,Nagoda
Wavulagala,Baddegama
Halpathota Central,Baddegama
Halpathota,Baddegama
Baddegama Town,Baddegama
Baddegama North,Baddegama
Nayapamula,Baddegama
Kotagoda,Baddegama
Hemmeliya,Baddegama
Ellakanda Wathurawa,Baddegama
Baddegama East,Baddegama
Yahaladoowa,Baddegama
Baddegama South,Baddegama
Gothatuwa,Baddegama
Majuwana,Baddegama
Wewaldeniya,Baddegama
Keradewala,Baddegama
Madoldoowa,Baddegama
Bataketiya,Baddegama
Ganegama North,Baddegama
Sandarawala,Baddegama
Boralukada,Baddegama
Mahahengoda,Baddegama
Mahalapitiya,Baddegama
Thilaka Udagama,Baddegama
Pilagoda,Baddegama
Ganegama East,Baddegama
Ganegama South,Baddegama
Ganegama West,Baddegama
Lelkada,Baddegama
Ginimellagaha West,Baddegama
Ginimellagaha East,Baddegama
Dodangoda,Baddegama
Thelikada,Baddegama
Walpita North,Baddegama
Keembi Ela,Baddegama
Kohombanadeniya,Baddegama
Kasideniya,Baddegama
Pahala Keembiya,Baddegama
Warakapitikanda,Baddegama
Adurathvila,Baddegama
Walpita South,Baddegama
Balagoda,Baddegama
Ginimellagaha Sorth,Baddegama
Pituwalgoda,Baddegama
Thelikada Nagare,Baddegama
Horagampita Central,Baddegama
Gonapura,Baddegama
Horagampita,Baddegama
Indurupathvila,Waduramba
Weihena,Waduramba
Mabotuwana,Waduramba
Nattewela,Waduramba
Thalawa,Waduramba
Ihala Lelwala,Waduramba
Kumbalamalahena,Waduramba
Panvila,Waduramba
Pahala Lelwala,Waduramba
Kokawala,Waduramba
Polgahavila,Waduramba
Deiyandara,Waduramba
Kirindalahena,Waduramba
Meda Keembiya,Waduramba
Meda Keembiya East,Waduramba
Pitiharawa,Waduramba
Thiruwanaketiya,Waduramba
Ihala Keembiya,Waduramba
Ihala Keembiya South,Waduramba
Wanduramba,Waduramba
Wanduramba South,Waduramba
Gulugahakanda,Waduramba
Ethkandura,Welivitiya-Divithura
Old Colony,Welivitiya-Divithura
Thanabaddegama,Welivitiya-Divithura
Maddevila,Welivitiya-Divithura
Miriswatta,Welivitiya-Divithura
Nambaraatta,Welivitiya-Divithura
Divithura East,Welivitiya-Divithura
Polgahavila,Welivitiya-Divithura
Divithura,Welivitiya-Divithura
Ampegama,Welivitiya-Divithura
Hamingala,Welivitiya-Divithura
Nugethota,Welivitiya-Divithura
Agaliya,Welivitiya-Divithura
Divithura South,Welivitiya-Divithura
Galahenkanda,Welivitiya-Divithura
Kuttiyawatta,Welivitiya-Divithura
Pathaweliwitiya North,Welivitiya-Divithura
Waduwelivitiya North,Welivitiya-Divithura
Pathawelivitiya,Welivitiya-Divithura
Waduwelivitiya,Welivitiya-Divithura
Heppumulla,Ambalangoda
Patabendimulla,Ambalangoda
Kariththakanda,Ambalangoda
Kaluwadumulla,Ambalangoda
Okanda,Ambalangoda
Keraminiya,Ambalangoda
Polwatta,Ambalangoda
Thalgasgoda,Ambalangoda
Thilakapura,Ambalangoda
Thanipolgahalanga,Ambalangoda
Batapola Central,Ambalangoda
Kondagala,Ambalangoda
Batapola North,Ambalangoda
Kobeithuduwa,Ambalangoda
Godahena,Ambalangoda
Poramba,Ambalangoda
Vilegoda,Ambalangoda
Paniyandoowa,Ambalangoda
Hirewatta,Ambalangoda
Maha Ambalangoda,Ambalangoda
Batadoowa,Ambalangoda
Batapola West,Ambalangoda
Batapola South,Ambalangoda
Dorala,Ambalangoda
Batapola East,Ambalangoda
Polhunnawa,Ambalangoda
Nawagama,Ambalangoda
Nindana,Ambalangoda
Lewdoowa,Ambalangoda
Udakerawa,Ambalangoda
Domanwila,Ambalangoda
Diddeliya,Ambalangoda
